# WebDab output on Tue Mar 18 17:53:47 2025
# Datasource: EMEP/CEIP 2025, Emissions as used in EMEP models
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
CY;2003;NATIONAL TOTAL;CO;Gg;26.24790594
ME;2003;NATIONAL TOTAL;CO;Gg;48.481764
TJ;2003;NATIONAL TOTAL;CO;Gg;108.929838
EE;2003;NATIONAL TOTAL;CO;Gg;173.4423936
DK;2003;NATIONAL TOTAL;CO;Gg;443.8036842
BAS;2003;NATIONAL TOTAL;CO;Gg;21.87592949
BLS;2003;NATIONAL TOTAL;CO;Gg;6.721954871
MK;2003;NATIONAL TOTAL;CO;Gg;116.9292241
BA;2003;NATIONAL TOTAL;CO;Gg;253.278216
FI;2003;NATIONAL TOTAL;CO;Gg;556.3415952
TJ;2003;NATIONAL TOTAL;NH3;Gg;40.123668
SE;2003;NATIONAL TOTAL;NH3;Gg;58.61469558
IT;2003;NATIONAL TOTAL;NH3;Gg;505.8270212
CZ;2003;NATIONAL TOTAL;NH3;Gg;85.50694436
LU;2003;NATIONAL TOTAL;NH3;Gg;6.353388794
RS;2003;NATIONAL TOTAL;NH3;Gg;103.3217646
ME;2003;NATIONAL TOTAL;NH3;Gg;5.971183816
KG;2003;NATIONAL TOTAL;NH3;Gg;38.62298327
UA;2003;NATIONAL TOTAL;NH3;Gg;233.247026
FI;2003;NATIONAL TOTAL;NH3;Gg;41.69094664
AZ;2003;NATIONAL TOTAL;NH3;Gg;77.659054
PL;2003;NATIONAL TOTAL;NH3;Gg;324.604095
TM;2003;NATIONAL TOTAL;NH3;Gg;28.473302
HR;2003;NATIONAL TOTAL;NH3;Gg;40.1386288
MT;2003;NATIONAL TOTAL;NH3;Gg;2.019022545
TR;2003;NATIONAL TOTAL;NH3;Gg;608.0660115
GB;2003;NATIONAL TOTAL;NH3;Gg;283.9831984
RO;2003;NATIONAL TOTAL;NH3;Gg;178.9712581
AT;2003;NATIONAL TOTAL;NH3;Gg;66.61152712
FR;2003;NATIONAL TOTAL;NH3;Gg;628.7516015
RU;2003;NATIONAL TOTAL;NH3;Gg;960.2962647
CH;2003;NATIONAL TOTAL;NH3;Gg;60.00591757
IS;2003;NATIONAL TOTAL;NH3;Gg;4.524888445
AST;2003;NATIONAL TOTAL;NH3;Gg;2705.254148
GR;2003;NATIONAL TOTAL;NH3;Gg;79.79484153
AL;2003;NATIONAL TOTAL;NH3;Gg;17.543386
LI;2003;NATIONAL TOTAL;NH3;Gg;0.10137183
EE;2003;NATIONAL TOTAL;NH3;Gg;9.484054964
BY;2003;NATIONAL TOTAL;NH3;Gg;111.943444
MD;2003;NATIONAL TOTAL;NH3;Gg;23.53590974
BE;2003;NATIONAL TOTAL;NH3;Gg;86.40875875
BG;2003;NATIONAL TOTAL;NH3;Gg;56.56043632
RUE;2003;NATIONAL TOTAL;NH3;Gg;238.9252561
PT;2003;NATIONAL TOTAL;NH3;Gg;60.39738252
LV;2003;NATIONAL TOTAL;NH3;Gg;15.18328475
HU;2003;NATIONAL TOTAL;NH3;Gg;93.44031999
NOA;2003;NATIONAL TOTAL;NH3;Gg;356.4963885
DE;2003;NATIONAL TOTAL;NH3;Gg;634.8435701
SK;2003;NATIONAL TOTAL;NH3;Gg;35.52667771
CY;2003;NATIONAL TOTAL;NH3;Gg;10.15124959
IE;2003;NATIONAL TOTAL;NH3;Gg;126.5725935
NL;2003;NATIONAL TOTAL;NH3;Gg;158.1468402
KZ;2003;NATIONAL TOTAL;NH3;Gg;88.361798
GE;2003;NATIONAL TOTAL;NH3;Gg;49.0930865
MC;2003;NATIONAL TOTAL;NH3;Gg;0.00596435
NO;2003;NATIONAL TOTAL;NH3;Gg;31.35022574
MK;2003;NATIONAL TOTAL;NH3;Gg;10.96223849
BA;2003;NATIONAL TOTAL;NH3;Gg;17.359248
ES;2003;NATIONAL TOTAL;NH3;Gg;558.4158907
DK;2003;NATIONAL TOTAL;NH3;Gg;102.04132
UZ;2003;NATIONAL TOTAL;NH3;Gg;157.28826
SI;2003;NATIONAL TOTAL;NH3;Gg;19.77776526
LT;2003;NATIONAL TOTAL;NH3;Gg;38.53776692
AM;2003;NATIONAL TOTAL;NH3;Gg;10.326696
BAS;2003;NATIONAL TOTAL;NMVOC;Gg;2.84937324
BA;2003;NATIONAL TOTAL;NMVOC;Gg;111.390234
SK;2003;NATIONAL TOTAL;NMVOC;Gg;125.198964
CAS;2003;NATIONAL TOTAL;NMVOC;Gg;0.155951715
PT;2003;NATIONAL TOTAL;NMVOC;Gg;229.1439685
RS;2003;NATIONAL TOTAL;NMVOC;Gg;150.8830472
CH;2003;NATIONAL TOTAL;NMVOC;Gg;127.7321068
MT;2003;NATIONAL TOTAL;NMVOC;Gg;4.448059921
DE;2003;NATIONAL TOTAL;NMVOC;Gg;1532.18242
AST;2003;NATIONAL TOTAL;NMVOC;Gg;4349.76417
KG;2003;NATIONAL TOTAL;NMVOC;Gg;43.3431751
RO;2003;NATIONAL TOTAL;NMVOC;Gg;335.3090387
LT;2003;NATIONAL TOTAL;NMVOC;Gg;48.02666817
FR;2003;NATIONAL TOTAL;NMVOC;Gg;1948.943893
LI;2003;NATIONAL TOTAL;NMVOC;Gg;0.44182845
BE;2003;NATIONAL TOTAL;NMVOC;Gg;230.6174377
MC;2003;NATIONAL TOTAL;NMVOC;Gg;0.35774202
KZ;2003;NATIONAL TOTAL;NMVOC;Gg;657.237314
NO;2003;NATIONAL TOTAL;NMVOC;Gg;326.3781746
TR;2003;NATIONAL TOTAL;NMVOC;Gg;955.40005
AM;2003;NATIONAL TOTAL;NMVOC;Gg;44.10949
IE;2003;NATIONAL TOTAL;NMVOC;Gg;124.0828041
CZ;2003;NATIONAL TOTAL;NMVOC;Gg;414.9827985
MD;2003;NATIONAL TOTAL;NMVOC;Gg;42.08367079
CY;2003;NATIONAL TOTAL;NMVOC;Gg;14.3847658
ME;2003;NATIONAL TOTAL;NMVOC;Gg;11.849056
UA;2003;NATIONAL TOTAL;NMVOC;Gg;800.38622
AL;2003;NATIONAL TOTAL;NMVOC;Gg;41.580422
ES;2003;NATIONAL TOTAL;NMVOC;Gg;784.8361657
DK;2003;NATIONAL TOTAL;NMVOC;Gg;170.220699
NL;2003;NATIONAL TOTAL;NMVOC;Gg;286.7293311
AZ;2003;NATIONAL TOTAL;NMVOC;Gg;173.366918
GE;2003;NATIONAL TOTAL;NMVOC;Gg;38.24081521
FI;2003;NATIONAL TOTAL;NMVOC;Gg;162.7902177
MED;2003;NATIONAL TOTAL;NMVOC;Gg;11.93714727
IS;2003;NATIONAL TOTAL;NMVOC;Gg;7.283227015
HU;2003;NATIONAL TOTAL;NMVOC;Gg;192.1294436
TM;2003;NATIONAL TOTAL;NMVOC;Gg;112.320902
PL;2003;NATIONAL TOTAL;NMVOC;Gg;764.0953431
IT;2003;NATIONAL TOTAL;NMVOC;Gg;1435.53196
UZ;2003;NATIONAL TOTAL;NMVOC;Gg;327.990422
GB;2003;NATIONAL TOTAL;NMVOC;Gg;1432.901619
HR;2003;NATIONAL TOTAL;NMVOC;Gg;108.1359598
GR;2003;NATIONAL TOTAL;NMVOC;Gg;333.4153825
MK;2003;NATIONAL TOTAL;NMVOC;Gg;37.88777353
BY;2003;NATIONAL TOTAL;NMVOC;Gg;282.277406
ATL;2003;NATIONAL TOTAL;NMVOC;Gg;7.27369308
SI;2003;NATIONAL TOTAL;NMVOC;Gg;51.14950541
LV;2003;NATIONAL TOTAL;NMVOC;Gg;53.89265699
TJ;2003;NATIONAL TOTAL;NMVOC;Gg;53.447472
NOA;2003;NATIONAL TOTAL;NMVOC;Gg;2034.029319
RUE;2003;NATIONAL TOTAL;NMVOC;Gg;951.765783
SE;2003;NATIONAL TOTAL;NMVOC;Gg;207.9478642
BLS;2003;NATIONAL TOTAL;NMVOC;Gg;0.865574507
NOS;2003;NATIONAL TOTAL;NMVOC;Gg;6.770629912
LU;2003;NATIONAL TOTAL;NMVOC;Gg;14.59375696
BG;2003;NATIONAL TOTAL;NMVOC;Gg;105.5284345
EE;2003;NATIONAL TOTAL;NMVOC;Gg;33.68736026
RU;2003;NATIONAL TOTAL;NMVOC;Gg;2756.679785
AT;2003;NATIONAL TOTAL;NMVOC;Gg;163.4809296
BA;2003;NATIONAL TOTAL;NOx;Gg;51.260664
RO;2003;NATIONAL TOTAL;NOx;Gg;340.111741
UZ;2003;NATIONAL TOTAL;NOx;Gg;463.55437
CY;2003;NATIONAL TOTAL;NOx;Gg;22.33044025
CH;2003;NATIONAL TOTAL;NOx;Gg;94.25560574
NO;2003;NATIONAL TOTAL;NOx;Gg;208.9491783
AZ;2003;NATIONAL TOTAL;NOx;Gg;115.29457
NOS;2003;NATIONAL TOTAL;NOx;Gg;778.0725423
MD;2003;NATIONAL TOTAL;NOx;Gg;23.06560142
KZ;2003;NATIONAL TOTAL;NOx;Gg;522.837548
TR;2003;NATIONAL TOTAL;NOx;Gg;1018.640564
DK;2003;NATIONAL TOTAL;NOx;Gg;227.8333275
LT;2003;NATIONAL TOTAL;NOx;Gg;61.09534381
SI;2003;NATIONAL TOTAL;NOx;Gg;55.37425577
FR;2003;NATIONAL TOTAL;NOx;Gg;1695.319886
TJ;2003;NATIONAL TOTAL;NOx;Gg;17.968042
ES;2003;NATIONAL TOTAL;NOx;Gg;1332.033499
GE;2003;NATIONAL TOTAL;NOx;Gg;20.37163971
AM;2003;NATIONAL TOTAL;NOx;Gg;18.495892
MK;2003;NATIONAL TOTAL;NOx;Gg;35.95566473
HR;2003;NATIONAL TOTAL;NOx;Gg;88.24770171
TM;2003;NATIONAL TOTAL;NOx;Gg;161.488174
HU;2003;NATIONAL TOTAL;NOx;Gg;184.9731132
BY;2003;NATIONAL TOTAL;NOx;Gg;230.400152
LI;2003;NATIONAL TOTAL;NOx;Gg;0.524073839
AST;2003;NATIONAL TOTAL;NOx;Gg;2960.950173
PT;2003;NATIONAL TOTAL;NOx;Gg;279.5012777
RU;2003;NATIONAL TOTAL;NOx;Gg;3670.989729
KG;2003;NATIONAL TOTAL;NOx;Gg;31.515908
MC;2003;NATIONAL TOTAL;NOx;Gg;0.413358126
IT;2003;NATIONAL TOTAL;NOx;Gg;1398.217128
NOA;2003;NATIONAL TOTAL;NOx;Gg;804.2461256
CZ;2003;NATIONAL TOTAL;NOx;Gg;307.1593183
NL;2003;NATIONAL TOTAL;NOx;Gg;456.1548953
UA;2003;NATIONAL TOTAL;NOx;Gg;1179.208332
PL;2003;NATIONAL TOTAL;NOx;Gg;803.6938471
RUE;2003;NATIONAL TOTAL;NOx;Gg;1012.791449
EE;2003;NATIONAL TOTAL;NOx;Gg;48.86650848
IE;2003;NATIONAL TOTAL;NOx;Gg;170.7296026
CAS;2003;NATIONAL TOTAL;NOx;Gg;12.1780795
BLS;2003;NATIONAL TOTAL;NOx;Gg;106.2633248
BE;2003;NATIONAL TOTAL;NOx;Gg;337.2955758
IS;2003;NATIONAL TOTAL;NOx;Gg;28.99076363
LV;2003;NATIONAL TOTAL;NOx;Gg;47.49432097
BG;2003;NATIONAL TOTAL;NOx;Gg;176.5331254
AT;2003;NATIONAL TOTAL;NOx;Gg;242.1820712
GB;2003;NATIONAL TOTAL;NOx;Gg;1786.596918
AL;2003;NATIONAL TOTAL;NOx;Gg;26.846348
SE;2003;NATIONAL TOTAL;NOx;Gg;200.2159235
ME;2003;NATIONAL TOTAL;NOx;Gg;4.39598
FI;2003;NATIONAL TOTAL;NOx;Gg;248.9806968
BAS;2003;NATIONAL TOTAL;NOx;Gg;349.0072203
SK;2003;NATIONAL TOTAL;NOx;Gg;103.2395252
MED;2003;NATIONAL TOTAL;NOx;Gg;1583.316633
ATL;2003;NATIONAL TOTAL;NOx;Gg;985.8968022
RS;2003;NATIONAL TOTAL;NOx;Gg;164.8424682
MT;2003;NATIONAL TOTAL;NOx;Gg;8.671201108
DE;2003;NATIONAL TOTAL;NOx;Gg;1679.003429
GR;2003;NATIONAL TOTAL;NOx;Gg;456.7757317
LU;2003;NATIONAL TOTAL;NOx;Gg;46.34893014
FR;2003;NATIONAL TOTAL;PM2.5;Gg;367.7717203
MED;2003;NATIONAL TOTAL;PM2.5;Gg;34.5131885
RO;2003;NATIONAL TOTAL;PM2.5;Gg;106.2618446
LT;2003;NATIONAL TOTAL;PM2.5;Gg;9.471243551
PT;2003;NATIONAL TOTAL;PM2.5;Gg;59.59576004
GB;2003;NATIONAL TOTAL;PM2.5;Gg;113.9143968
NOA;2003;NATIONAL TOTAL;PM2.5;Gg;162.7450299
CAS;2003;NATIONAL TOTAL;PM2.5;Gg;0.279049355
EE;2003;NATIONAL TOTAL;PM2.5;Gg;9.528669795
KZ;2003;NATIONAL TOTAL;PM2.5;Gg;148.274174
BY;2003;NATIONAL TOTAL;PM2.5;Gg;56.018042
TM;2003;NATIONAL TOTAL;PM2.5;Gg;14.757224
GE;2003;NATIONAL TOTAL;PM2.5;Gg;21.347264
KG;2003;NATIONAL TOTAL;PM2.5;Gg;11.97396744
RS;2003;NATIONAL TOTAL;PM2.5;Gg;41.79382127
LI;2003;NATIONAL TOTAL;PM2.5;Gg;0.032262989
AT;2003;NATIONAL TOTAL;PM2.5;Gg;23.98056695
IS;2003;NATIONAL TOTAL;PM2.5;Gg;1.593953542
TJ;2003;NATIONAL TOTAL;PM2.5;Gg;10.751404
DE;2003;NATIONAL TOTAL;PM2.5;Gg;144.1937903
BG;2003;NATIONAL TOTAL;PM2.5;Gg;40.67603503
IE;2003;NATIONAL TOTAL;PM2.5;Gg;18.21757984
BA;2003;NATIONAL TOTAL;PM2.5;Gg;44.565534
FI;2003;NATIONAL TOTAL;PM2.5;Gg;27.18762774
CZ;2003;NATIONAL TOTAL;PM2.5;Gg;82.83330635
AM;2003;NATIONAL TOTAL;PM2.5;Gg;10.858812
TR;2003;NATIONAL TOTAL;PM2.5;Gg;353.61132
BE;2003;NATIONAL TOTAL;PM2.5;Gg;37.13161488
NL;2003;NATIONAL TOTAL;PM2.5;Gg;30.89878124
IT;2003;NATIONAL TOTAL;PM2.5;Gg;182.7966744
GR;2003;NATIONAL TOTAL;PM2.5;Gg;67.36063052
BAS;2003;NATIONAL TOTAL;PM2.5;Gg;8.098487743
HU;2003;NATIONAL TOTAL;PM2.5;Gg;46.22804396
RU;2003;NATIONAL TOTAL;PM2.5;Gg;386.1764881
NOS;2003;NATIONAL TOTAL;PM2.5;Gg;18.00797036
LU;2003;NATIONAL TOTAL;PM2.5;Gg;2.618007737
AZ;2003;NATIONAL TOTAL;PM2.5;Gg;16.047222
AL;2003;NATIONAL TOTAL;PM2.5;Gg;10.057858
MC;2003;NATIONAL TOTAL;PM2.5;Gg;0.017600642
MK;2003;NATIONAL TOTAL;PM2.5;Gg;29.33778205
RUE;2003;NATIONAL TOTAL;PM2.5;Gg;78.27508794
UA;2003;NATIONAL TOTAL;PM2.5;Gg;396.99617
SK;2003;NATIONAL TOTAL;PM2.5;Gg;32.53829485
ES;2003;NATIONAL TOTAL;PM2.5;Gg;189.5806379
CH;2003;NATIONAL TOTAL;PM2.5;Gg;14.93874991
PL;2003;NATIONAL TOTAL;PM2.5;Gg;304.5464037
SI;2003;NATIONAL TOTAL;PM2.5;Gg;14.7913248
ME;2003;NATIONAL TOTAL;PM2.5;Gg;5.84698
HR;2003;NATIONAL TOTAL;PM2.5;Gg;43.34936536
LV;2003;NATIONAL TOTAL;PM2.5;Gg;29.20100916
SE;2003;NATIONAL TOTAL;PM2.5;Gg;33.86578952
CY;2003;NATIONAL TOTAL;PM2.5;Gg;2.193122534
AST;2003;NATIONAL TOTAL;PM2.5;Gg;828.2698383
UZ;2003;NATIONAL TOTAL;PM2.5;Gg;56.906848
MD;2003;NATIONAL TOTAL;PM2.5;Gg;5.281472039
DK;2003;NATIONAL TOTAL;PM2.5;Gg;21.18766719
MT;2003;NATIONAL TOTAL;PM2.5;Gg;0.781711223
NO;2003;NATIONAL TOTAL;PM2.5;Gg;40.45276957
BLS;2003;NATIONAL TOTAL;PM2.5;Gg;2.238693637
ATL;2003;NATIONAL TOTAL;PM2.5;Gg;21.31696068
RUE;2003;NATIONAL TOTAL;PMcoarse;Gg;38.07285777
NOA;2003;NATIONAL TOTAL;PMcoarse;Gg;95.98849446
BY;2003;NATIONAL TOTAL;PMcoarse;Gg;20.929694
LV;2003;NATIONAL TOTAL;PMcoarse;Gg;5.211165155
HU;2003;NATIONAL TOTAL;PMcoarse;Gg;25.78544643
SI;2003;NATIONAL TOTAL;PMcoarse;Gg;4.02373093
AT;2003;NATIONAL TOTAL;PMcoarse;Gg;15.82471144
BE;2003;NATIONAL TOTAL;PMcoarse;Gg;17.29689228
ME;2003;NATIONAL TOTAL;PMcoarse;Gg;2.261482
RS;2003;NATIONAL TOTAL;PMcoarse;Gg;14.06059133
CZ;2003;NATIONAL TOTAL;PMcoarse;Gg;18.85521666
LT;2003;NATIONAL TOTAL;PMcoarse;Gg;15.15960116
RO;2003;NATIONAL TOTAL;PMcoarse;Gg;38.19911281
SK;2003;NATIONAL TOTAL;PMcoarse;Gg;9.087347146
MK;2003;NATIONAL TOTAL;PMcoarse;Gg;12.95644261
GE;2003;NATIONAL TOTAL;PMcoarse;Gg;3.131626
SE;2003;NATIONAL TOTAL;PMcoarse;Gg;31.74839847
AST;2003;NATIONAL TOTAL;PMcoarse;Gg;537.774201
IE;2003;NATIONAL TOTAL;PMcoarse;Gg;15.51117661
TM;2003;NATIONAL TOTAL;PMcoarse;Gg;3.597656
BG;2003;NATIONAL TOTAL;PMcoarse;Gg;29.87611173
HR;2003;NATIONAL TOTAL;PMcoarse;Gg;16.81468401
IS;2003;NATIONAL TOTAL;PMcoarse;Gg;2.602556929
KG;2003;NATIONAL TOTAL;PMcoarse;Gg;18.82370329
RU;2003;NATIONAL TOTAL;PMcoarse;Gg;466.1664149
DK;2003;NATIONAL TOTAL;PMcoarse;Gg;10.49824743
TR;2003;NATIONAL TOTAL;PMcoarse;Gg;115.40415
PL;2003;NATIONAL TOTAL;PMcoarse;Gg;119.8067927
GB;2003;NATIONAL TOTAL;PMcoarse;Gg;97.398641
GR;2003;NATIONAL TOTAL;PMcoarse;Gg;59.77516565
NL;2003;NATIONAL TOTAL;PMcoarse;Gg;13.88381081
EE;2003;NATIONAL TOTAL;PMcoarse;Gg;9.93109647
UZ;2003;NATIONAL TOTAL;PMcoarse;Gg;19.862678
LI;2003;NATIONAL TOTAL;PMcoarse;Gg;0.01575136
IT;2003;NATIONAL TOTAL;PMcoarse;Gg;90.17386276
CH;2003;NATIONAL TOTAL;PMcoarse;Gg;7.497020188
AL;2003;NATIONAL TOTAL;PMcoarse;Gg;2.149226
FR;2003;NATIONAL TOTAL;PMcoarse;Gg;104.6629352
KZ;2003;NATIONAL TOTAL;PMcoarse;Gg;131.84996
LU;2003;NATIONAL TOTAL;PMcoarse;Gg;1.043137258
FI;2003;NATIONAL TOTAL;PMcoarse;Gg;17.89166101
AM;2003;NATIONAL TOTAL;PMcoarse;Gg;1.572726
NO;2003;NATIONAL TOTAL;PMcoarse;Gg;18.63067665
AZ;2003;NATIONAL TOTAL;PMcoarse;Gg;4.798428
TJ;2003;NATIONAL TOTAL;PMcoarse;Gg;3.823418
PT;2003;NATIONAL TOTAL;PMcoarse;Gg;25.21588364
DE;2003;NATIONAL TOTAL;PMcoarse;Gg;115.8031146
MD;2003;NATIONAL TOTAL;PMcoarse;Gg;2.35621314
CAS;2003;NATIONAL TOTAL;PMcoarse;Gg;0.145557116
MC;2003;NATIONAL TOTAL;PMcoarse;Gg;0.008545613
UA;2003;NATIONAL TOTAL;PMcoarse;Gg;193.834286
BA;2003;NATIONAL TOTAL;PMcoarse;Gg;18.240194
MT;2003;NATIONAL TOTAL;PMcoarse;Gg;0.422466123
CY;2003;NATIONAL TOTAL;PMcoarse;Gg;2.279490938
ES;2003;NATIONAL TOTAL;PMcoarse;Gg;125.8741363
FI;2003;NATIONAL TOTAL;SOx;Gg;101.1943847
AM;2003;NATIONAL TOTAL;SOx;Gg;1.60913
BLS;2003;NATIONAL TOTAL;SOx;Gg;50.73201989
HR;2003;NATIONAL TOTAL;SOx;Gg;63.86029523
FR;2003;NATIONAL TOTAL;SOx;Gg;496.8145835
BG;2003;NATIONAL TOTAL;SOx;Gg;993.604909
IE;2003;NATIONAL TOTAL;SOx;Gg;83.09042621
CY;2003;NATIONAL TOTAL;SOx;Gg;47.00332649
NOA;2003;NATIONAL TOTAL;SOx;Gg;852.6954783
MT;2003;NATIONAL TOTAL;SOx;Gg;11.63997342
PL;2003;NATIONAL TOTAL;SOx;Gg;1143.911464
RO;2003;NATIONAL TOTAL;SOx;Gg;587.8758679
TR;2003;NATIONAL TOTAL;SOx;Gg;1713.33295
BA;2003;NATIONAL TOTAL;SOx;Gg;212.84768
SK;2003;NATIONAL TOTAL;SOx;Gg;103.4684204
KG;2003;NATIONAL TOTAL;SOx;Gg;25.691458
BAS;2003;NATIONAL TOTAL;SOx;Gg;223.8858484
DK;2003;NATIONAL TOTAL;SOx;Gg;35.18495738
IT;2003;NATIONAL TOTAL;SOx;Gg;525.843095
TJ;2003;NATIONAL TOTAL;SOx;Gg;8.750164
LV;2003;NATIONAL TOTAL;SOx;Gg;11.36553186
NO;2003;NATIONAL TOTAL;SOx;Gg;22.91371757
NL;2003;NATIONAL TOTAL;SOx;Gg;66.80437394
GB;2003;NATIONAL TOTAL;SOx;Gg;1070.347935
EE;2003;NATIONAL TOTAL;SOx;Gg;99.59576511
CAS;2003;NATIONAL TOTAL;SOx;Gg;4.134436513
GE;2003;NATIONAL TOTAL;SOx;Gg;7.809372
AST;2003;NATIONAL TOTAL;SOx;Gg;2934.015419
RUE;2003;NATIONAL TOTAL;SOx;Gg;775.2083493
MC;2003;NATIONAL TOTAL;SOx;Gg;0.066065744
RU;2003;NATIONAL TOTAL;SOx;Gg;2259.930559
AZ;2003;NATIONAL TOTAL;SOx;Gg;153.096878
HU;2003;NATIONAL TOTAL;SOx;Gg;246.4402202
LI;2003;NATIONAL TOTAL;SOx;Gg;0.044538619
MD;2003;NATIONAL TOTAL;SOx;Gg;5.775646803
IS;2003;NATIONAL TOTAL;SOx;Gg;35.76862866
UZ;2003;NATIONAL TOTAL;SOx;Gg;336.095018
PT;2003;NATIONAL TOTAL;SOx;Gg;184.6452504
BE;2003;NATIONAL TOTAL;SOx;Gg;152.0772243
CZ;2003;NATIONAL TOTAL;SOx;Gg;218.3626664
CH;2003;NATIONAL TOTAL;SOx;Gg;15.13839612
LT;2003;NATIONAL TOTAL;SOx;Gg;24.83320658
TM;2003;NATIONAL TOTAL;SOx;Gg;84.887128
ES;2003;NATIONAL TOTAL;SOx;Gg;1221.8836
ME;2003;NATIONAL TOTAL;SOx;Gg;53.60253525
SI;2003;NATIONAL TOTAL;SOx;Gg;59.8575215
NOS;2003;NATIONAL TOTAL;SOx;Gg;422.1815288
MK;2003;NATIONAL TOTAL;SOx;Gg;94.75976235
LU;2003;NATIONAL TOTAL;SOx;Gg;2.926944791
KZ;2003;NATIONAL TOTAL;SOx;Gg;1084.838482
BY;2003;NATIONAL TOTAL;SOx;Gg;115.042388
UA;2003;NATIONAL TOTAL;SOx;Gg;1359.220046
SE;2003;NATIONAL TOTAL;SOx;Gg;41.06489737
GR;2003;NATIONAL TOTAL;SOx;Gg;565.9499357
AL;2003;NATIONAL TOTAL;SOx;Gg;12.984384
ATL;2003;NATIONAL TOTAL;SOx;Gg;561.3117681
RS;2003;NATIONAL TOTAL;SOx;Gg;508.2974639
MED;2003;NATIONAL TOTAL;SOx;Gg;930.4745977
DE;2003;NATIONAL TOTAL;SOx;Gg;525.1552677
AT;2003;NATIONAL TOTAL;SOx;Gg;31.04775924
FR;2004;NATIONAL TOTAL;CO;Gg;6254.057952
BA;2004;NATIONAL TOTAL;CO;Gg;246.860688
ATL;2004;NATIONAL TOTAL;CO;Gg;49.98017564
MD;2004;NATIONAL TOTAL;CO;Gg;70.0046823
MT;2004;NATIONAL TOTAL;CO;Gg;16.41826912
NL;2004;NATIONAL TOTAL;CO;Gg;743.4874551
CAS;2004;NATIONAL TOTAL;CO;Gg;1.263762871
NOS;2004;NATIONAL TOTAL;CO;Gg;57.66206161
NO;2004;NATIONAL TOTAL;CO;Gg;540.8874706
RO;2004;NATIONAL TOTAL;CO;Gg;1193.292243
SE;2004;NATIONAL TOTAL;CO;Gg;502.7795892
BLS;2004;NATIONAL TOTAL;CO;Gg;6.671542041
DK;2004;NATIONAL TOTAL;CO;Gg;427.6612338
PT;2004;NATIONAL TOTAL;CO;Gg;545.0265749
LU;2004;NATIONAL TOTAL;CO;Gg;43.55194074
BY;2004;NATIONAL TOTAL;CO;Gg;710.242222
CY;2004;NATIONAL TOTAL;CO;Gg;25.01319248
DE;2004;NATIONAL TOTAL;CO;Gg;3981.592112
IT;2004;NATIONAL TOTAL;CO;Gg;3464.732666
LT;2004;NATIONAL TOTAL;CO;Gg;172.8395239
AST;2004;NATIONAL TOTAL;CO;Gg;11202.91237
FI;2004;NATIONAL TOTAL;CO;Gg;541.8700459
IS;2004;NATIONAL TOTAL;CO;Gg;51.54431021
GE;2004;NATIONAL TOTAL;CO;Gg;129.4404639
SI;2004;NATIONAL TOTAL;CO;Gg;171.8865669
EE;2004;NATIONAL TOTAL;CO;Gg;157.3858719
AL;2004;NATIONAL TOTAL;CO;Gg;78.608988
UA;2004;NATIONAL TOTAL;CO;Gg;3863.32456
NOA;2004;NATIONAL TOTAL;CO;Gg;3502.161071
TR;2004;NATIONAL TOTAL;CO;Gg;2969.2463
AZ;2004;NATIONAL TOTAL;CO;Gg;407.327572
ES;2004;NATIONAL TOTAL;CO;Gg;2165.972
RS;2004;NATIONAL TOTAL;CO;Gg;434.6081301
CZ;2004;NATIONAL TOTAL;CO;Gg;1401.249301
RU;2004;NATIONAL TOTAL;CO;Gg;9932.905235
TJ;2004;NATIONAL TOTAL;CO;Gg;114.351254
GB;2004;NATIONAL TOTAL;CO;Gg;3212.537664
LI;2004;NATIONAL TOTAL;CO;Gg;0.613026517
MK;2004;NATIONAL TOTAL;CO;Gg;121.711588
IE;2004;NATIONAL TOTAL;CO;Gg;297.280999
BAS;2004;NATIONAL TOTAL;CO;Gg;21.69455012
ME;2004;NATIONAL TOTAL;CO;Gg;63.646932
HR;2004;NATIONAL TOTAL;CO;Gg;427.1278838
MED;2004;NATIONAL TOTAL;CO;Gg;82.48752006
RUE;2004;NATIONAL TOTAL;CO;Gg;1655.56894
KG;2004;NATIONAL TOTAL;CO;Gg;149.70604
BG;2004;NATIONAL TOTAL;CO;Gg;384.7615939
BE;2004;NATIONAL TOTAL;CO;Gg;862.8417595
TM;2004;NATIONAL TOTAL;CO;Gg;478.607958
UZ;2004;NATIONAL TOTAL;CO;Gg;975.538744
MC;2004;NATIONAL TOTAL;CO;Gg;2.040767812
HU;2004;NATIONAL TOTAL;CO;Gg;773.0275455
LV;2004;NATIONAL TOTAL;CO;Gg;234.4296169
KZ;2004;NATIONAL TOTAL;CO;Gg;1420.822748
PL;2004;NATIONAL TOTAL;CO;Gg;3048.463239
AM;2004;NATIONAL TOTAL;CO;Gg;145.620584
AT;2004;NATIONAL TOTAL;CO;Gg;649.4967156
CH;2004;NATIONAL TOTAL;CO;Gg;336.7799004
SK;2004;NATIONAL TOTAL;CO;Gg;528.9686147
GR;2004;NATIONAL TOTAL;CO;Gg;910.2739688
NL;2004;NATIONAL TOTAL;NH3;Gg;157.7456323
CZ;2004;NATIONAL TOTAL;NH3;Gg;82.89904269
NOA;2004;NATIONAL TOTAL;NH3;Gg;366.5061922
